id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
97501,138856,Akuji the Demon,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184247,214369,All I Want to Do is Dance!,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144115,43931,All Star Racing,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177893,49193,Altered Beast: Guardian of the Realms,NULL,2002-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16543,57561,America Double Barrel Collection,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
96661,153614,Animal Paradise,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126059,57858,Animal Snap: Rescue Them 2 By 2,NULL,2002-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69976,300,Anno 1503,NULL,2002-10-25 00:00:00.000,8,NULL,NULL,NULL,81.6274,28
25320,68992,Another War,"Another War follows the story of an adventurer involved in his own private war during World War II in Nazi-occupied Europe. 
 
The plot starts off in a small town in Nazi-occupied France, where a friend of the playable character is captured by Nazis and imprisoned in a castle near the town.",2002-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58680,85734,Anstoß 4,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117067,197666,Aqua Energizer,NULL,2002-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144735,206139,Arcade Master,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128681,26504,Archangel,NULL,2002-10-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
117558,139750,Arimaa,NULL,2002-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137602,49314,Army Men: Turf Wars,NULL,2002-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58202,71101,Arthur's Knights II: The Secret of Merlin,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154193,23737,Asheron's Call 2: Fallen Kings,NULL,2002-11-22 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
144034,220069,Atari Joystick Controller TV Video Game System,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95812,93395,Atari Revival,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77574,59564,ATF: Armored Task Force,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107632,94264,Atomaders,NULL,2002-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76559,134753,Atomica,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181624,8270,ATV Offroad Fury 2,NULL,2002-11-09 00:00:00.000,NULL,NULL,80.0000,2,67.2622,5
55665,222896,Austin Powers Pinball,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91945,45085,Austin Powers Pinball,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71812,210278,Autobahn Raser IV,NULL,2002-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101673,145386,Aventura na Selva com Gilberto Barros,NULL,2002-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183144,214959,Aworg,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116186,140485,Azu-Beach,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183655,39646,Azumanga Daioh Puzzle Bobble,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142651,165372,Baby Einstein: Baby Newton Fun With Shapes,NULL,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38233,122752,Backyard Football,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,45.0000,0
136050,206012,Backyard Hockey,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40039,6714,Baldr Force,"As a hacker of the renowned hacking group ""Steppenwolf"", Tooru Souma and his partners earn their living by hacking into servers and selling the information they steal.

As the last hacking before disbanding their group, they hacked into a military server, but soon they find this is a setup by the military to lure terrorists, and they were drawn into battle between two factions. At the end, one of Tooru Souma's friends was killed by an unknown Simulacrum, while most of other group members have been arrested. To investigate and avenge his friend's death, Tooru Souma accepted the offer to join the military.",2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176960,49437,Ballistic: Ecks Vs. Sever 2,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148438,170004,Balloon Fight-e,NULL,2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170990,3207,Bandits: Phoenix Rising,"Bandits: Phoenix Rising is a futuristic, racing action game, set in a post apocalyptic wasteland. The player follows the pair Rewdalf and Fennec as they try to survive and make big bucks at the same time.",2002-10-11 00:00:00.000,1,NULL,60.0000,2,NULL,NULL
94935,23781,Barbie as Rapunzel CD-ROM: A Creative Adventure,NULL,2002-09-27 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
73633,45171,Barbie Software: Groovy Games,NULL,2002-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20287,67729,Barbie: Groovy Games,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130445,126115,Battle Realms + Winter of the Wolf,NULL,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32664,6320,BattleBots: Beyond the BattleBox,NULL,2002-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147888,24082,Beam Breakers,NULL,2002-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75888,49535,Beast Shooter: Mezase Beast King,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69756,94024,beatmania IIDX 8th style,NULL,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103201,121723,Bejeweled,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
138200,3807,Beyblade VForce: Super Tournament Battle,"In the game the player creates a blader and their own Beyblade and competes in a Beybalde tournament to become the best Blader. While Kai is the main character in the game with your Blader, Tyson and Ray are in supporting roles.",2002-12-19 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
777,3808,Big Air Freestyle,NULL,2002-09-24 00:00:00.000,NULL,NULL,NULL,NULL,40.0000,0
124349,140880,Big Brother Brasil,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89620,3809,Big Mutha Truckers,NULL,2002-11-27 00:00:00.000,1,NULL,65.0000,4,51.0000,3
65437,119438,Billiards with Pilot Brothers comments,NULL,2002-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142780,78000,Billiards Xciting,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148340,6322,Bionicle: Matoran Adventures,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109972,69525,Bird Hunter 2003: Legendary Hunting,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
181062,49310,Black Belt Challenge,NULL,2002-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75911,26832,Black Shades,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3682,22220,Blade II,NULL,2002-09-27 00:00:00.000,NULL,NULL,40.0000,2,NULL,NULL
104497,5751,Blinx: The Time Sweeper,"Blinx, a Time Sweeper, on his mission to prevent the end of the world. The game revolves around Blinx's (then-near-unique) Time System. Blinx is outfitted with a magical vacuum cleaner, known as a Sweeper (or TS-1000), with which he can exert some control over Time itself; slowing, speeding up, recording, reversing, or stopping its flow entirely.",2002-10-07 00:00:00.000,2,NULL,60.0000,1,24.5907,10
189566,1015,BloodRayne,NULL,2002-10-15 00:00:00.000,27,NULL,78.0000,4,75.5325,106
70301,73706,Blue Sky: Acceptable Casualties,NULL,2002-11-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182094,3826,BMX XXX,NULL,2002-11-10 00:00:00.000,NULL,NULL,40.0000,1,46.0000,4
33260,49530,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,NULL,2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164955,178221,Boku Yume No Tatsujin,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27356,48377,Bomb Sweeper,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156709,3833,Bomberman Jetters,NULL,2002-12-19 00:00:00.000,NULL,NULL,65.0000,1,65.0000,3
43932,67859,Bomberman Jetters: Densetsu no Bomberman,NULL,2002-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38943,78733,Boulder Dash EX,NULL,2002-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144072,18056,Breath of Fire: Dragon Quarter,NULL,2002-11-14 00:00:00.000,5,NULL,NULL,NULL,86.8110,12
52119,199207,Bubble Struggle,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161158,94750,Bugdom 2,NULL,2002-10-17 00:00:00.000,NULL,NULL,NULL,NULL,90.0000,0
43888,3840,Burnout 2: Point of Impact,NULL,2002-09-30 00:00:00.000,21,NULL,85.0000,6,75.7021,44
45972,49281,Butt Ugly Martians: B.K.M. Battles,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18735,198704,Butt-Ugly Martians,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103356,97736,Bygg hus med Mulle Meck,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58946,43250,Cabela's Big Game Hunter,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132076,51334,Cabela's Ultimate Deer Hunt 2,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13930,45297,Cabela's Ultimate Deer Hunt: Open Season,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39975,3847,Captain Tsubasa: Ōgon Sedai no Chōsen,NULL,2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,33.0000,0
137422,65166,Captain Tsubasa: Ougon Sedai no Chousen,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101075,49520,Card Party,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160993,185824,Cartoon Network: Trick or Treat Beat!,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153463,83245,Casper,The Ghostly Trio have turned all the adults in town into zombies leaving the children scared at the mercy of the Trio. The old Schoolmistress of the manor has them call in Dr. James Harvey to stop them only to become a zombie himself capable only of walking in front of him.,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,57.0000,0
38251,46913,Castle Blast,NULL,2002-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171376,4165,Castleween,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,1
93919,182203,C-Dogs SDL,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181286,5770,Championship Manager: Season 02/03,NULL,2002-12-06 00:00:00.000,1,NULL,90.0000,1,NULL,NULL
176393,5774,Chase: Hollywood Stunt Driver,NULL,2002-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187548,11714,Chicken Invaders 2: The Next Wave,NULL,2002-12-31 00:00:00.000,2,NULL,NULL,NULL,74.8863,9
175412,78730,Chobits: Atashi Dake no Hito,The player takes the point of view of Hideki Motosuwa. The objective is to teach Chi.,2002-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
165944,49559,Chocobo Land: A Game of Dice,The game is similar to Monopoly or even Fortune Street: The player has a certain amount of crystals that can be used to buy creatures to place on the board to increase the value of the space it is placed on. The player wins by accumulating the goal number of crystals and returning to the start panel.,2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171720,196257,Choro Q HG 3,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115150,20657,Chulip,"Chulip opens with a dream sequence in which the unnamed, male protagonist kisses the girl he loves under the talking ""Lover's Tree"" on a green hill. The dream takes its course, the tree ends the sequence saying they lived happily ever after. However, once the protagonist wakes up, he and his father are just moving into Long Life Town, which appears very much like a small, Japanese village. Coincidentally, the girl of his dreams lives in this town, but she flatly rejects him due to his status as coming from a very poor family. Taking his father's advice, the hero decides to kiss the odd citizens of the town in order to strengthen his heart and improve his reputation. En route to doing so, he also resolves to write a love letter to his crush. When this treasured set of papers is stolen, he must search Long Life Town for the missing pieces. The hero's journey involves numerous bizarre incidents that lead him to cheating his way to the top of a major corporation, making contact with aliens, and acting as a defense lawyer in court. Once the three pieces of the love letter (the ink, paper, and pen) are collected, he writes and mails it to the girl. The game's ending shows the two meeting and kissing beneath the Lover's Tree, as the protagonist had dreamed.",2002-10-03 00:00:00.000,3,NULL,50.0000,1,NULL,NULL
158100,18305,Clock Tower 3,NULL,2002-12-12 00:00:00.000,5,NULL,60.0000,2,42.1122,19
166291,222352,Colecionador Show do Milhão,NULL,2002-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116618,7968,Colin McRae Rally 3,NULL,2002-10-25 00:00:00.000,7,NULL,83.5000,7,81.3329,32
100648,645,Combat Mission 2,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
48961,126113,Combattre ou Mourir,"In the near future, three armies have developed to the point of controlling Earth, and fight to expand their borders. 
It all starts when China attacks Russia, and creates the Great Empire. It starts conquering Asian lands, and Australia in a relative world indifference. A new energy source is discovered, that lets the economy boom again, but it proves itself a huge threat (it's basically a new atom, that is a stable isotope of a really unstable one), and to prevent the Great Empire from accessing too much of it, an Alliance is formed between Europe and the US, and the 3rd World War starts. 
 
After 40 years of war, without a winner, a group of pacifists exile themselves on the Moon, and become the Mooners. They then enter the War to try and protect what remains of Earth, and that's when the story of players start, by enrolling in one of these three factions...",2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65265,3863,Conflict: Desert Storm,NULL,2002-09-13 00:00:00.000,7,NULL,67.3333,4,70.1614,20
159287,49158,Contra Advance: The Alien Wars EX,NULL,2002-11-07 00:00:00.000,NULL,NULL,50.0000,1,NULL,NULL
148527,22226,Contra: Shattered Soldier,NULL,2002-11-22 00:00:00.000,2,NULL,40.0000,2,79.6660,8
157729,186279,Courage the Cowardly Dog: Creep TV,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47037,49157,Crazy Chase,NULL,2002-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176023,47070,Crazy Chicken Kart XXL,NULL,2002-12-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
15929,92314,Cricket 2002,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152663,5792,Crimson Sea,NULL,2002-12-12 00:00:00.000,1,NULL,70.0000,1,NULL,NULL
43686,72121,Critical Bullet: 7th Target,NULL,2002-10-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35938,49552,Croket! Yume no Banker Survival!,NULL,2002-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14660,11381,Cultures: Northland,NULL,2002-10-01 00:00:00.000,1,NULL,NULL,NULL,80.0000,3
74999,49541,Dan Doh!! Xi,NULL,2002-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127586,43680,Dance Dance Revolution EXTREME,NULL,2002-12-25 00:00:00.000,3,NULL,NULL,NULL,92.5796,7
40509,144894,Dancing Stage EuroMIX 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42168,62839,Dancing Stage Max,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25938,68981,Dancing Stage Party Edition,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123431,49277,Darius R,"Darius, Year 201. Invasion!

The vicious Belsar have attacked the peaceful Darius system, which now faces absolute devastation at their abominable hands! Darius' defense fighters proved no match for the overwhelming firepower of the alien forces, which wiped out their entire fleet in one fell swoop!

With nothing left to protect them, the people could only sit and wait for the icy embrace of death as the satellite bombardments continued unopposed. The scent of despair hung thickly in the air, all hope of survival having been quashed.

But then, from out of the darkness of the mourning clouds came a single bright light in the sky.

""Silverhawk.........""

Like a phoenix brought forth from the embers of a burning world, the bird shaped visage became a beacon of the planet's last fight for survival! Perhaps the end is not as nigh as it first appeared.",2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34014,5868,Dark Angel,NULL,2002-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
191872,1215,Dark Cloud 2,NULL,2002-11-28 00:00:00.000,18,NULL,90.0000,2,85.0505,38
178851,203328,Darling II: Backlash,"The story follows the exploits of a team of young male drivers, who compete for the racing group Team Angstrom.",2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141983,6368,Dave Mirra Freestyle BMX 3,NULL,2002-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
39579,49175,Davis Cup Tennis,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125759,79707,DDRMAX Dance Dance Revolution,NULL,2002-10-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
193039,27480,Deadly Dozen: Pacific Theater,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137469,5811,Deathrow,NULL,2002-10-18 00:00:00.000,1,NULL,92.0000,1,NULL,NULL
26429,78254,Decker,NULL,2002-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167479,261,Deer Hunter 2003: Legendary Hunting,NULL,2002-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17412,85569,Defender,"The Swarm Wars have been raging for a while now. Earth has been invaded but, mankind has carved existence into the other colonies looking to help out with the conflict rookie Defender pilot Kyoto joins the Galactic Stargate Authority to protect mankind. But shortly after Kyoto finishes training, the Cydonia Base is attacked by the next swarm of Manti which has had the chance to fortify since the last event. The Manti push the GSA back to the far end of the Solar System, and begin to wipe the humans away forever. Kyoto will have to be dispatched on vital missions by the Battleship Memory, receive criticism from Colonel Adams, and learn more about the Manti from Dr. Mudo, to defeat the second alien swarm.",2002-11-03 00:00:00.000,1,NULL,NULL,NULL,52.0000,2
7774,150104,Defender,"The Story of Defender GBA is mainly focused on the arrival of the second Manti Swarm, as well as the inavsion of Earth. And the founding of Cydonia Base Mars. The player flies as an unidentified member of the GSA, attemting to help the GSA evacuate mankind from Earth and move them to other parts of them galaxy. The player's ultimate goal is to keep mankind safe as they prepare to attack the next swarm.",2002-11-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153539,170339,Defender of the Crown: Digitally Remastered Edition,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177653,209098,Dell Magazine Crosswords,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118170,19884,DemiKids: Dark Version,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56799,49185,DemiKids: Light Version,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134613,63703,Densha de GO! Professional 2,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14291,21952,Des Blood 4: Lost Alone,NULL,2002-09-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158071,203085,Dexter's Lab: Dee Dee's Moon Squad,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113160,6373,Dexter's Laboratory: Chess Challenge,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60459,49539,Di Gi Charat: Di Gi Communication,"The games are based on money management. Choosing one of the three main characters of the anime, the player takes the role as the manager of the store with the objective of running the store on the little money available.",2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143780,3876,Die Hard: Vendetta,NULL,2002-11-15 00:00:00.000,NULL,NULL,48.5000,2,40.0000,2
131100,6375,Digimon: Battle Spirit 2,NULL,2002-12-07 00:00:00.000,1,NULL,NULL,NULL,88.8299,11
71181,71625,Dino Island,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
183520,92988,Dinosaur Resurrection,"Ash is the legendary mercenary who is said to return from any battle alive while his allies are defeated. But in this age of peace there is no battlefield for him. Yearning for conflict he is seemingly guided by a white butterfly to Zamhan…a crawling world, in which tragedy gives birth to madness and disorder in the space between life and death, and endless resentment can become the irrelevant words of a distant age. All it can offer is chaos, and then destruction.",2002-12-19 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
141432,70442,Dinotopia: Game Land Activity Center,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
88848,3880,Disney Sports Basketball,NULL,2002-11-05 00:00:00.000,NULL,NULL,NULL,NULL,34.0000,0
147657,78590,Disney Sports Football,NULL,2002-12-08 00:00:00.000,NULL,NULL,NULL,NULL,46.0000,1
122840,68735,Disney/Pixar's Monsters Inc.: Pinball Panic,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64409,69595,Disney/Pixar's Monsters Inc.: Wreck Room Arcade - Bowling for Screams,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120021,69576,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Eight Ball Chaos,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167800,72181,Disney/Pixar's Monsters Inc.: Wreck Room Arcade: Monster Tag,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162825,49275,Disney's Kim Possible: Revenge of Monkey Fist,"Kim Possible's buddy Ron Stoppable has been kidnapped by the evil ninja master, Monkey Fist! Help Kim battle her way through familiar foes such as Dr. Drakken, Shego, and of course, Monkey Fist, as you travel across the globe and search far and wide for Ron.",2002-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93234,3887,Disney's PK: Out of the Shadows,"Donald Duck was minding his business one day at his boring security guard job when the evil Evronian empire decided to attack Earth. A computer being known as One detected the invasion early, and teams up with Donald to turn him into the superhero PK. Now it is PK's job to repel the alien invasion.",2002-10-04 00:00:00.000,1,NULL,NULL,NULL,39.0000,4
179541,49339,Disney's Tarzan: Return to the Jungle,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
95077,19248,Disney's Treasure Planet,NULL,2002-11-12 00:00:00.000,NULL,NULL,50.0000,1,60.3474,5
